   2.4500000000000015E-002    11348.86458324495     
   2.4500000000000015E-002    11368.33333324381     
   2.4500000000000015E-002    11387.90624990934     
   2.4500000000000015E-002    11407.62499990819     
   2.4500000000000015E-002    11427.51041657370     
   2.4500000000000015E-002    11447.58333323920     
   2.4500000000000015E-002    11467.82291657135     
   2.4500000000000015E-002    11488.24999990350     
   2.4500000000000015E-002    11508.86458323563     
   2.4500000000000015E-002    11529.66666656775     
   2.4500000000000015E-002    11550.65624989987     
   2.4500000000000015E-002    11571.83333323197     
   2.4500000000000015E-002    11593.19791656406     
   2.4500000000000015E-002    11614.74999989614     
   2.4500000000000015E-002    11636.48958322820     
   2.4500000000000015E-002    11658.40624989359     
   2.4500000000000015E-002    11680.51041655897     
   2.4500000000000015E-002    11702.79166655768     
   2.4500000000000015E-002    11725.23958322304     
   2.4500000000000015E-002    11747.87499988839     
   2.4500000000000015E-002    11770.67708322039     
   2.4500000000000015E-002    11793.64583321906     
   2.4500000000000015E-002    11816.77083321771     
   2.4500000000000015E-002    11840.07291654969     
   2.4500000000000015E-002    11863.52083321499     
   2.4500000000000015E-002    11887.13541654695     
   2.4500000000000015E-002    11910.89583321223     
   2.4500000000000015E-002    11934.81249987751     
   2.4500000000000015E-002    11958.86458320944     
   2.4500000000000015E-002    11983.06249987470     
   2.4500000000000015E-002    12007.39583320661     
   2.4500000000000015E-002    12031.86458320519     
   2.4500000000000015E-002    12056.46874987042     
   2.4500000000000015E-002    12081.19791653565     
   2.4500000000000015E-002    12106.04166653421     
   2.4500000000000015E-002    12131.01041653275     
   2.4500000000000015E-002    12156.10416653129     
   2.4500000000000015E-002    12181.30208319649     
   2.4500000000000015E-002    12206.60416652835     
   2.4500000000000015E-002    12232.02083319354     
   2.4500000000000015E-002    12257.54166652539     
   2.4500000000000015E-002    12283.15624985723     
   2.4500000000000015E-002    12308.86458318907     
   2.4500000000000015E-002    12334.65624985423     
   2.4500000000000015E-002    12360.55208318606     
   2.4500000000000015E-002    12386.53124985121     
   2.4500000000000015E-002    12412.58333318303     
   2.4500000000000015E-002    12438.72916651484     
   2.4500000000000015E-002    12464.94791651331     
   2.4500000000000015E-002    12491.23958317845     
   2.4500000000000015E-002    12517.59374984358     
   2.4500000000000015E-002    12544.03124984204     
   2.4500000000000015E-002    12570.53124984050     
   2.4500000000000015E-002    12597.09374983896     
   2.4500000000000015E-002    12623.71874983741     
   2.4500000000000015E-002    12650.40624983585     
   2.4500000000000015E-002    12677.14583316763     
   2.4500000000000015E-002    12703.93749983274     
   2.4500000000000015E-002    12730.79166649784     
   2.4500000000000015E-002    12757.68749982961     
   2.4500000000000015E-002    12784.63541649471     
   2.4500000000000015E-002    12811.63541649313     
   2.4500000000000015E-002    12838.66666649156     
   2.4500000000000015E-002    12865.74999982332     
   2.4500000000000015E-002    12892.87499982174     
   2.4500000000000015E-002    12920.04166648682     
   2.4500000000000015E-002    12947.23958315191     
   2.4500000000000015E-002    12974.46874981699     
   2.4500000000000015E-002    13001.73958314874     
   2.4500000000000015E-002    13029.04166648048     
   2.4500000000000015E-002    13056.37499981222     
   2.4500000000000015E-002    13083.73958314396     
   2.4500000000000015E-002    13111.13541647570     
   2.4500000000000015E-002    13138.56249980744     
   2.4500000000000015E-002    13166.01041647251     
   2.4500000000000015E-002    13193.47916647091     
   2.4500000000000015E-002    13220.97916646931     
   2.4500000000000015E-002    13248.51041646770     
   2.4500000000000015E-002    13276.05208313277     
   2.4500000000000015E-002    13303.61458313116     
   2.4500000000000015E-002    13331.19791646289     
   2.4500000000000015E-002    13358.81249979462     
   2.4500000000000015E-002    13386.42708312634     
   2.4500000000000015E-002    13414.07291645807     
   2.4500000000000015E-002    13441.72916645646     
   2.4500000000000015E-002    13469.40624978818     
   2.4500000000000015E-002    13497.10416645323     
   2.4500000000000015E-002    13524.80208311829     
   2.4500000000000015E-002    13552.52083311668     
   2.4500000000000015E-002    13580.26041644839     
   2.4500000000000015E-002    13607.99999978011     
   2.4500000000000015E-002    13635.76041644516     
   2.4500000000000015E-002    13663.53124977688     
   2.4500000000000015E-002    13691.31249977526     
   2.4500000000000015E-002    13719.11458310698     
   2.4500000000000015E-002    13746.91666643869     
   2.4500000000000015E-002    13774.72916643708     
   2.4500000000000015E-002    13802.55208310212     
   2.4500000000000015E-002    13830.38541643384     
   2.4500000000000015E-002    13858.21874976555     
   2.4500000000000015E-002    13886.07291643059     
   2.4500000000000015E-002    13913.92708309564     
   2.4500000000000015E-002    13941.79166642735     
   2.4500000000000015E-002    13969.65624975906     
   2.4500000000000015E-002    13997.54166642411     
   2.4500000000000015E-002    14025.41666642248     
   2.4500000000000015E-002    14053.31249975419     
   2.4500000000000015E-002    14081.20833308590     
   2.4500000000000015E-002    14109.10416641761     
   2.4500000000000015E-002    14137.01041641599     
   2.4500000000000015E-002    14164.92708308103     
   2.4500000000000015E-002    14192.84374974607     
   2.4500000000000015E-002    14220.77083307778     
   2.4500000000000015E-002    14248.68749974282     
   2.4500000000000015E-002    14276.62499974119     
   2.4500000000000015E-002    14304.55208307290     
   2.4500000000000015E-002    14332.49999973794     
   2.4500000000000015E-002    14360.43749973632     
   2.4500000000000015E-002    14388.38541640136     
   2.4500000000000015E-002    14416.33333306640     
   2.4500000000000015E-002    14444.28124973144     
   2.4500000000000015E-002    14472.23958306314     
   2.4500000000000015E-002    14500.19791639485     
   2.4500000000000015E-002    14528.15624972655     
   2.4500000000000015E-002    14556.12499972493     
   2.4500000000000015E-002    14584.08333305663     
   2.4500000000000015E-002    14612.05208305500     
   2.4500000000000015E-002    14640.03124972004     
   2.4500000000000015E-002    14667.99999971841     
   2.4500000000000015E-002    14695.97916638345     
   2.4500000000000015E-002    14723.95833304849     
   2.4500000000000015E-002    14751.92708304686     
   2.4500000000000015E-002    14779.91666637857     
   2.4500000000000015E-002    14807.89583304360     
   2.4500000000000015E-002    14835.87499970864     
   2.4500000000000015E-002    14863.86458304035     
   2.4500000000000015E-002    14891.85416637205     
   2.4500000000000015E-002    14919.84374970375     
   2.4500000000000015E-002    14947.83333303546     
   2.4500000000000015E-002    14975.82291636716     
   2.4500000000000015E-002    15003.81249969887     
   2.4500000000000015E-002    15031.81249969724     
   2.4500000000000015E-002    15059.80208302894     
   2.4500000000000015E-002    15087.80208302731     
   2.4500000000000015E-002    15115.80208302568     
   2.4500000000000015E-002    15143.79166635739     
   2.4500000000000015E-002    15171.79166635576     
   2.4500000000000015E-002    15199.79166635413     
   2.4500000000000015E-002    15227.80208301916     
   2.4500000000000015E-002    15255.80208301753     
   2.4500000000000015E-002    15283.80208301590     
   2.4500000000000015E-002    15311.80208301427     
   2.4500000000000015E-002    15339.81249967931     
   2.4500000000000015E-002    15367.81249967768     
   2.4500000000000015E-002    15395.82291634271     
   2.4500000000000015E-002    15423.82291634109     
   2.4500000000000015E-002    15451.83333300612     
   2.4500000000000015E-002    15479.83333300449     
   2.4500000000000015E-002    15507.84374966953     
   2.4500000000000015E-002    15535.85416633456     
   2.4500000000000015E-002    15563.86458299960     
   2.4500000000000015E-002    15591.87499966464     
